Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851	120	-120	-5.714285714285714	21	3851
121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870	121	-118	-6.2105263157894735	19	3870
122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883	122	-13	-1.0	13	3883
123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912	123	-128	-4.413793103448276	29	3912
124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925	124	-13	-1.0	13	3925
125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938	125	-13	-1.0	13	3938
126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951	126	-13	-1.0	13	3951
127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970	127	-19	-1.0	19	3970
128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983	128	-13	-1.0	13	3983
129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998	129	-15	-1.0	15	3998
130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023	130	-223	-8.92	25	4023
131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036	131	-13	-1.0	13	4036
132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049	132	-13	-1.0	13	4049
133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062	133	-13	-1.0	13	4062
134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075	134	-13	-1.0	13	4075
135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088	135	-13	-1.0	13	4088
136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101	136	-13	-1.0	13	4101
137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120	137	-118	-6.2105263157894735	19	4120
138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133	138	-13	-1.0	13	4133
139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148	139	-15	-1.0	15	4148
140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161	140	-13	-1.0	13	4161
141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174	141	-13	-1.0	13	4174
142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197	142	-122	-5.304347826086956	23	4197
143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218	143	-120	-5.714285714285714	21	4218
144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243	144	-124	-4.96	25	4243
145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261	145	-18	-1.0	18	4261
146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275	146	-14	-1.0	14	4275
147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296	147	-120	-5.714285714285714	21	4296
148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318	148	-121	-5.5	22	4318
149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331	149	-13	-1.0	13	4331
150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348	150	-17	-1.0	17	4348
151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365	151	-17	-1.0	17	4365
152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379	152	-14	-1.0	14	4379
153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392	153	-13	-1.0	13	4392
154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414	154	-22	-1.0	22	4414
155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431	155	-17	-1.0	17	4431
156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444	156	-13	-1.0	13	4444
157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457	157	-13	-1.0	13	4457
158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473	158	-16	-1.0	16	4473
159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486	159	-13	-1.0	13	4486
160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501	160	-15	-1.0	15	4501
161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514	161	-13	-1.0	13	4514
162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531	162	-17	-1.0	17	4531
163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548	163	-17	-1.0	17	4548
164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563	164	-15	-1.0	15	4563
165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584	165	-21	-1.0	21	4584
166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598	166	-113	-8.071428571428571	14	4598
167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613	167	-15	-1.0	15	4613
168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626	168	-13	-1.0	13	4626
169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651	169	-124	-4.96	25	4651
170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664	170	-13	-1.0	13	4664
171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681	171	-17	-1.0	17	4681
172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701	172	-119	-5.95	20	4701
173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718	173	-17	-1.0	17	4718
174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731	174	-13	-1.0	13	4731
175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744	175	-13	-1.0	13	4744
176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760	176	-16	-1.0	16	4760
177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773	177	-13	-1.0	13	4773
178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797	178	-123	-5.125	24	4797
179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810	179	-13	-1.0	13	4810
180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849	180	-237	-6.076923076923077	39	4849
181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862	181	-13	-1.0	13	4862
182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879	182	-17	-1.0	17	4879
183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892	183	-13	-1.0	13	4892
184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912	184	-119	-5.95	20	4912
185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929	185	-116	-6.823529411764706	17	4929
186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947	186	-117	-6.5	18	4947
