Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729	159	-122	-5.304347826086956	23	2729
160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744	160	-15	-1.0	15	2744
161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761	161	-17	-1.0	17	2761
162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779	162	-117	-6.5	18	2779
163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794	163	-15	-1.0	15	2794
164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807	164	-13	-1.0	13	2807
165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822	165	-15	-1.0	15	2822
166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837	166	-15	-1.0	15	2837
167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862	167	-124	-4.96	25	2862
168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875	168	-13	-1.0	13	2875
169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890	169	-15	-1.0	15	2890
170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903	170	-13	-1.0	13	2903
171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916	171	-13	-1.0	13	2916
172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929	172	-13	-1.0	13	2929
173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950	173	-120	-5.714285714285714	21	2950
174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964	174	-14	-1.0	14	2964
175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979	175	-15	-1.0	15	2979
176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996	176	-17	-1.0	17	2996
177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009	177	-13	-1.0	13	3009
178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035	178	-125	-4.8076923076923075	26	3035
179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048	179	-13	-1.0	13	3048
180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063	180	-15	-1.0	15	3063
181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080	181	-17	-1.0	17	3080
182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093	182	-13	-1.0	13	3093
183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109	183	-16	-1.0	16	3109
184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124	184	-15	-1.0	15	3124
185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139	185	-15	-1.0	15	3139
186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155	186	-16	-1.0	16	3155
187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168	187	-13	-1.0	13	3168
188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199	188	-229	-7.387096774193548	31	3199
189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212	189	-13	-1.0	13	3212
190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231	190	-19	-1.0	19	3231
191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246	191	-15	-1.0	15	3246
192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260	192	-14	-1.0	14	3260
193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273	193	-13	-1.0	13	3273
194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296	194	-122	-5.304347826086956	23	3296
195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311	195	-15	-1.0	15	3311
196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324	196	-13	-1.0	13	3324
197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337	197	-13	-1.0	13	3337
198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352	198	-15	-1.0	15	3352
199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367	199	-15	-1.0	15	3367
