Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981	115	-116	-6.823529411764706	17	1981
116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994	116	-13	-1.0	13	1994
117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007	117	-13	-1.0	13	2007
118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020	118	-13	-1.0	13	2020
119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044	119	-123	-5.125	24	2044
120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057	120	-13	-1.0	13	2057
121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070	121	-13	-1.0	13	2070
122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085	122	-15	-1.0	15	2085
123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107	123	-121	-5.5	22	2107
124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124	124	-17	-1.0	17	2124
125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152	125	-127	-4.535714285714286	28	2152
126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165	126	-13	-1.0	13	2165
127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178	127	-13	-1.0	13	2178
128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191	128	-13	-1.0	13	2191
129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208	129	-17	-1.0	17	2208
130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243	130	-233	-6.6571428571428575	35	2243
131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256	131	-13	-1.0	13	2256
132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279	132	-122	-5.304347826086956	23	2279
133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292	133	-13	-1.0	13	2292
134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305	134	-13	-1.0	13	2305
135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322	135	-17	-1.0	17	2322
136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347	136	-124	-4.96	25	2347
137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366	137	-19	-1.0	19	2366
138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381	138	-15	-1.0	15	2381
139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394	139	-13	-1.0	13	2394
140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425	140	-229	-7.387096774193548	31	2425
141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438	141	-13	-1.0	13	2438
142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451	142	-13	-1.0	13	2451
143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475	143	-123	-5.125	24	2475
144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488	144	-13	-1.0	13	2488
145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502	145	-14	-1.0	14	2502
146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538	146	-234	-6.5	36	2538
147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551	147	-13	-1.0	13	2551
148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564	148	-13	-1.0	13	2564
149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583	149	-118	-6.2105263157894735	19	2583
150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607	150	-123	-5.125	24	2607
151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634	151	-225	-8.333333333333334	27	2634
152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653	152	-19	-1.0	19	2653
153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666	153	-13	-1.0	13	2666
154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679	154	-13	-1.0	13	2679
155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692	155	-13	-1.0	13	2692
156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709	156	-17	-1.0	17	2709
157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726	157	-17	-1.0	17	2726
158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739	158	-13	-1.0	13	2739
159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761	159	-22	-1.0	22	2761
160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786	160	-124	-4.96	25	2786
161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801	161	-15	-1.0	15	2801
162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814	162	-13	-1.0	13	2814
163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835	163	-120	-5.714285714285714	21	2835
164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861	164	-125	-4.8076923076923075	26	2861
165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880	165	-118	-6.2105263157894735	19	2880
166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896	166	-16	-1.0	16	2896
167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909	167	-13	-1.0	13	2909
168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922	168	-13	-1.0	13	2922
169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937	169	-15	-1.0	15	2937
170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953	170	-115	-7.1875	16	2953
171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966	171	-13	-1.0	13	2966
172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981	172	-15	-1.0	15	2981
173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994	173	-13	-1.0	13	2994
174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007	174	-13	-1.0	13	3007
175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020	175	-13	-1.0	13	3020
