Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610	163	-14	-1.0	14	4610
164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623	164	-13	-1.0	13	4623
165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656	165	-132	-4.0	33	4656
166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669	166	-13	-1.0	13	4669
167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682	167	-13	-1.0	13	4682
168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697	168	-15	-1.0	15	4697
169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710	169	-13	-1.0	13	4710
170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729	170	-19	-1.0	19	4729
171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744	171	-15	-1.0	15	4744
172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757	172	-13	-1.0	13	4757
173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777	173	-119	-5.95	20	4777
174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792	174	-15	-1.0	15	4792
175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807	175	-15	-1.0	15	4807
176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820	176	-13	-1.0	13	4820
177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833	177	-13	-1.0	13	4833
178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846	178	-13	-1.0	13	4846
179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871	179	-223	-8.92	25	4871
180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892	180	-21	-1.0	21	4892
181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911	181	-19	-1.0	19	4911
182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935	182	-222	-9.25	24	4935
183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961	183	-26	-1.0	26	4961
184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974	184	-13	-1.0	13	4974
185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987	185	-13	-1.0	13	4987
186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009	186	-22	-1.0	22	5009
187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025	187	-16	-1.0	16	5025
188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038	188	-13	-1.0	13	5038
189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053	189	-15	-1.0	15	5053
190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102	190	-643	-13.122448979591837	49	5102
191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122	191	-20	-1.0	20	5122
192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135	192	-13	-1.0	13	5135
193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148	193	-13	-1.0	13	5148
194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161	194	-13	-1.0	13	5161
195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177	195	-115	-7.1875	16	5177
196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196	196	-19	-1.0	19	5196
197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209	197	-13	-1.0	13	5209
198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225	198	-16	-1.0	16	5225
199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241	199	-115	-7.1875	16	5241
